year,has_macro,has_sector,has_target_company,has_related_company,has_filing
2019,1.0,0.9498735341457807,0.327354947497509,0.9998467080554917,1.0
2020,1.0,0.968773858604367,0.3525729118949458,0.9999236524660253,1.0
2021,1.0,0.9790038314176245,0.36095785440613026,1.0,1.0
2022,1.0,0.9951538461538462,0.4768076923076923,0.9999615384615385,1.0
2023,0.9653846153846154,0.9609615384615384,0.4950769230769231,0.9653461538461539,1.0
